row_1,row_2,row_3,row_4,solution_count
green camel;red lion;blue lion;green hippo,red camel;yellow lion;blue giraffe;yellow hippo,red hippo;yellow camel;yellow giraffe;green lion,blue hippo;red giraffe;green giraffe;blue camel,20
yellow hippo;blue lion;blue hippo;red camel,blue giraffe;green giraffe;green camel;red hippo,red giraffe;yellow giraffe;green hippo;blue camel,green lion;yellow camel;yellow lion;red lion,330
green hippo;green lion;red lion;red hippo,yellow hippo;green giraffe;blue lion;green camel,red giraffe;red camel;blue hippo;yellow lion,yellow giraffe;blue camel;blue giraffe;yellow camel,60
red camel;blue camel;green hippo;green lion,yellow lion;blue lion;green giraffe;yellow giraffe,green camel;blue hippo;red giraffe;red hippo,yellow camel;red lion;yellow hippo;blue giraffe,88
yellow hippo;green lion;blue camel;yellow camel,blue giraffe;yellow lion;green giraffe;red lion,green camel;red hippo;yellow giraffe;green hippo,red giraffe;blue lion;red camel;blue hippo,0
yellow lion;blue giraffe;green hippo;blue hippo,green lion;yellow camel;yellow giraffe;yellow hippo,green giraffe;red lion;blue camel;green camel,red camel;blue lion;red hippo;red giraffe,12
green giraffe;green lion;yellow hippo;blue giraffe,blue hippo;blue lion;green camel;red hippo,yellow lion;red camel;green hippo;red lion,blue camel;yellow giraffe;red giraffe;yellow camel,2
green lion;red giraffe;green hippo;blue lion,red camel;yellow lion;yellow giraffe;blue hippo,green camel;blue camel;red hippo;yellow camel,green giraffe;red lion;yellow hippo;blue giraffe,44
red lion;blue camel;yellow lion;blue giraffe,yellow giraffe;blue hippo;blue lion;green hippo,red camel;green camel;green giraffe;red hippo,yellow hippo;yellow camel;green lion;red giraffe,14
green hippo;blue lion;green lion;blue giraffe,blue hippo;yellow giraffe;yellow camel;red giraffe,red camel;red lion;green camel;yellow lion,green giraffe;red hippo;yellow hippo;blue camel,0
red giraffe;blue lion;green giraffe;green hippo,red camel;yellow lion;yellow hippo;red lion,green lion;yellow giraffe;red hippo;blue camel,blue giraffe;yellow camel;green camel;blue hippo,0
yellow giraffe;red hippo;green camel;red lion,yellow camel;blue hippo;green lion;yellow hippo,blue giraffe;yellow lion;red giraffe;blue camel,green hippo;green giraffe;red camel;blue lion,4
green camel;red giraffe;yellow giraffe;blue lion,blue giraffe;green lion;yellow camel;yellow hippo,green giraffe;red lion;green hippo;red hippo,blue hippo;blue camel;red camel;yellow lion,54
green giraffe;yellow camel;red camel;green camel,green lion;yellow lion;green hippo;yellow hippo,yellow giraffe;red lion;red giraffe;blue hippo,blue lion;red hippo;blue giraffe;blue camel,155
red hippo;green hippo;green camel;yellow camel,blue lion;yellow giraffe;yellow lion;blue camel,green lion;blue giraffe;yellow hippo;red lion,blue hippo;red giraffe;red camel;green giraffe,6
blue lion;red giraffe;red lion;yellow camel,green giraffe;yellow lion;green lion;red camel,yellow hippo;green hippo;blue hippo;yellow giraffe,blue camel;green camel;red hippo;blue giraffe,3
blue camel;red giraffe;blue giraffe;green camel,yellow camel;green lion;green giraffe;yellow giraffe,red lion;yellow hippo;yellow lion;blue lion,red hippo;blue hippo;green hippo;red camel,3
blue hippo;blue giraffe;red giraffe;yellow camel,green hippo;red hippo;green camel;yellow giraffe,green giraffe;yellow hippo;yellow lion;red camel,green lion;red lion;blue camel;blue lion,33
green giraffe;yellow lion;blue camel;yellow camel,yellow hippo;blue lion;green hippo;blue giraffe,red giraffe;blue hippo;yellow giraffe;green lion,red hippo;red camel;red lion;green camel,2
red hippo;blue giraffe;red giraffe;yellow lion,green lion;green hippo;blue hippo;yellow hippo,green camel;red camel;yellow camel;yellow giraffe,blue camel;green giraffe;red lion;blue lion,374
yellow camel;green lion;red camel;yellow giraffe,blue giraffe;blue lion;red hippo;green hippo,blue hippo;yellow hippo;green giraffe;red giraffe,yellow lion;green camel;blue camel;red lion,71
blue lion;blue hippo;red lion;green hippo,yellow lion;green lion;green giraffe;yellow camel,blue camel;red giraffe;red hippo;yellow hippo,red camel;blue giraffe;green camel;yellow giraffe,99
yellow hippo;red camel;blue lion;red giraffe,green giraffe;green lion;blue hippo;green hippo,red hippo;green camel;yellow lion;blue giraffe,yellow giraffe;yellow camel;blue camel;red lion,31
red camel;green giraffe;red hippo;yellow giraffe,yellow camel;yellow hippo;blue giraffe;green camel,red lion;green hippo;red giraffe;green lion,blue camel;yellow lion;blue hippo;blue lion,0
red lion;blue camel;green giraffe;yellow lion,green hippo;green lion;red hippo;yellow giraffe,green camel;yellow camel;red giraffe;blue hippo,blue lion;blue giraffe;red camel;yellow hippo,17
yellow camel;yellow hippo;green giraffe;red lion,red camel;blue hippo;yellow lion;green lion,blue lion;blue camel;green hippo;green camel,red hippo;blue giraffe;red giraffe;yellow giraffe,72
green camel;blue lion;red lion;red hippo,yellow giraffe;yellow lion;red giraffe;blue hippo,green giraffe;blue camel;yellow camel;yellow hippo,green lion;blue giraffe;green hippo;red camel,107
blue giraffe;green giraffe;yellow lion;yellow camel,green hippo;yellow hippo;red hippo;green camel,blue camel;red giraffe;blue hippo;green lion,yellow giraffe;red camel;red lion;blue lion,71
red hippo;green hippo;yellow lion;red giraffe,red lion;blue lion;blue giraffe;green giraffe,yellow camel;blue hippo;blue camel;yellow hippo,yellow giraffe;red camel;green camel;green lion,16
blue camel;blue hippo;red hippo;yellow hippo,yellow giraffe;green lion;blue lion;red lion,red camel;yellow camel;green camel;red giraffe,green giraffe;blue giraffe;green hippo;yellow lion,258
red giraffe;green hippo;green lion;green giraffe,blue giraffe;yellow lion;yellow giraffe;blue camel,red camel;yellow camel;blue lion;blue hippo,yellow hippo;red lion;red hippo;green camel,1
red giraffe;blue camel;red lion;blue giraffe,green giraffe;red camel;yellow giraffe;yellow hippo,yellow camel;blue lion;green lion;yellow lion,green camel;green hippo;blue hippo;red hippo,17
yellow hippo;red giraffe;yellow camel;green giraffe,green lion;green hippo;red lion;yellow lion,blue camel;blue giraffe;blue lion;yellow giraffe,red hippo;red camel;green camel;blue hippo,46
green lion;blue camel;green camel;red giraffe,green giraffe;yellow giraffe;blue giraffe;red camel,blue hippo;blue lion;red hippo;red lion,green hippo;yellow camel;yellow hippo;yellow lion,125
yellow giraffe;yellow camel;red camel;yellow lion,blue lion;yellow hippo;green camel;red hippo,red lion;red giraffe;green giraffe;blue camel,blue hippo;green lion;green hippo;blue giraffe,4
yellow giraffe;blue hippo;yellow lion;green hippo,red giraffe;blue giraffe;green giraffe;red lion,red hippo;blue camel;red camel;blue lion,yellow hippo;yellow camel;green camel;green lion,56
red lion;red giraffe;green lion;blue giraffe,green hippo;blue camel;blue lion;green giraffe,red camel;green camel;yellow giraffe;yellow camel,yellow hippo;yellow lion;blue hippo;red hippo,5
yellow giraffe;blue lion;green camel;red camel,blue giraffe;yellow camel;yellow lion;green hippo,red lion;green giraffe;red giraffe;yellow hippo,green lion;red hippo;blue hippo;blue camel,72
green camel;red giraffe;red lion;red camel,yellow hippo;green hippo;blue camel;red hippo,yellow lion;yellow camel;blue hippo;yellow giraffe,green lion;blue giraffe;green giraffe;blue lion,10
blue camel;yellow giraffe;green lion;red giraffe,yellow camel;blue giraffe;green camel;yellow hippo,red hippo;yellow lion;green hippo;green giraffe,blue lion;red lion;blue hippo;red camel,0
yellow giraffe;red giraffe;blue hippo;red lion,blue lion;blue giraffe;red camel;blue camel,green hippo;yellow camel;yellow hippo;red hippo,green lion;green giraffe;green camel;yellow lion,130
yellow giraffe;red giraffe;yellow camel;red lion,yellow hippo;green hippo;green giraffe;blue hippo,blue giraffe;blue lion;blue camel;green lion,yellow lion;red hippo;red camel;green camel,127
red hippo;yellow hippo;yellow camel;blue lion,green hippo;red giraffe;green giraffe;blue hippo,blue giraffe;green camel;blue camel;green lion,yellow giraffe;red lion;yellow lion;red camel,0
yellow camel;red lion;green camel;blue hippo,green giraffe;blue giraffe;green lion;yellow giraffe,blue camel;red giraffe;blue lion;yellow hippo,yellow lion;red camel;red hippo;green hippo,17
green hippo;blue giraffe;yellow hippo;blue hippo,green lion;green giraffe;blue lion;red camel,red lion;red giraffe;red hippo;green camel,blue camel;yellow lion;yellow giraffe;yellow camel,17
green camel;blue camel;blue giraffe;yellow giraffe,yellow hippo;red hippo;blue hippo;yellow camel,blue lion;yellow lion;green giraffe;green hippo,red lion;green lion;red camel;red giraffe,124
blue hippo;blue camel;red camel;green hippo,yellow hippo;green lion;red giraffe;yellow lion,yellow camel;red hippo;blue lion;green giraffe,blue giraffe;green camel;red lion;yellow giraffe,66
green hippo;green lion;blue giraffe;red hippo,green giraffe;red lion;yellow lion;yellow hippo,yellow camel;red giraffe;red camel;yellow giraffe,blue hippo;blue camel;blue lion;green camel,0
blue hippo;green lion;red lion;yellow hippo,blue camel;yellow lion;blue giraffe;blue lion,green camel;yellow giraffe;red giraffe;red hippo,green giraffe;green hippo;red camel;yellow camel,41
yellow lion;red lion;blue giraffe;red hippo,blue hippo;green camel;blue camel;green lion,yellow hippo;green giraffe;yellow camel;red camel,green hippo;yellow giraffe;red giraffe;blue lion,1
blue hippo;green hippo;blue giraffe;red camel,green lion;red hippo;yellow giraffe;green camel,green giraffe;yellow lion;yellow camel;blue lion,red giraffe;red lion;blue camel;yellow hippo,0
yellow hippo;green lion;red hippo;green giraffe,red lion;yellow giraffe;yellow lion;blue giraffe,green camel;green hippo;blue lion;blue camel,yellow camel;blue hippo;red giraffe;red camel,8
red camel;blue lion;green lion;green giraffe,red giraffe;yellow giraffe;yellow camel;blue giraffe,green camel;green hippo;yellow lion;blue hippo,yellow hippo;red lion;red hippo;blue camel,52
yellow lion;yellow hippo;blue camel;red hippo,red giraffe;yellow giraffe;green camel;blue hippo,red lion;green giraffe;yellow camel;green hippo,blue giraffe;red camel;green lion;blue lion,131
red camel;green giraffe;yellow camel;blue lion,blue hippo;red giraffe;yellow giraffe;blue giraffe,green camel;yellow hippo;red lion;green hippo,red hippo;blue camel;yellow lion;green lion,26
blue camel;green giraffe;blue giraffe;green hippo,yellow giraffe;green lion;red hippo;blue hippo,red giraffe;blue lion;red lion;yellow lion,yellow hippo;red camel;yellow camel;green camel,2
green camel;green lion;blue lion;red hippo,blue camel;green giraffe;red lion;red giraffe,blue giraffe;red camel;yellow hippo;yellow lion,green hippo;yellow giraffe;blue hippo;yellow camel,39
red giraffe;yellow lion;blue camel;yellow giraffe,green giraffe;yellow hippo;blue lion;green camel,blue giraffe;red lion;blue hippo;red hippo,red camel;yellow camel;green hippo;green lion,0
red lion;yellow camel;green hippo;blue giraffe,blue lion;yellow lion;red hippo;yellow hippo,blue camel;red camel;red giraffe;green camel,green lion;blue hippo;green giraffe;yellow giraffe,69
red lion;blue giraffe;blue camel;red camel,yellow camel;yellow giraffe;yellow hippo;green camel,red hippo;green giraffe;red giraffe;yellow lion,blue lion;green lion;green hippo;blue hippo,0
yellow giraffe;red hippo;green camel;yellow lion,green lion;yellow hippo;blue giraffe;red giraffe,blue lion;red camel;red lion;blue hippo,blue camel;green giraffe;green hippo;yellow camel,1
red hippo;green camel;yellow giraffe;red giraffe,red camel;blue hippo;green giraffe;green hippo,yellow lion;yellow camel;blue camel;red lion,green lion;yellow hippo;blue lion;blue giraffe,8
yellow giraffe;yellow hippo;green camel;yellow camel,green giraffe;blue camel;red giraffe;green lion,red hippo;blue lion;blue giraffe;green hippo,red camel;yellow lion;red lion;blue hippo,7
red camel;red lion;yellow giraffe;blue hippo,blue lion;green lion;green camel;yellow hippo,green giraffe;blue giraffe;red hippo;red giraffe,green hippo;yellow lion;yellow camel;blue camel,111
red lion;green hippo;yellow lion;green lion,yellow giraffe;red giraffe;green giraffe;red hippo,red camel;blue lion;yellow hippo;green camel,blue hippo;blue camel;yellow camel;blue giraffe,7
red giraffe;yellow camel;green lion;red lion,green camel;yellow hippo;green hippo;blue giraffe,blue lion;red hippo;blue camel;yellow giraffe,red camel;blue hippo;yellow lion;green giraffe,0
yellow lion;blue lion;red giraffe;yellow giraffe,green giraffe;green camel;yellow camel;blue hippo,yellow hippo;green hippo;blue camel;red lion,blue giraffe;red hippo;green lion;red camel,8
yellow hippo;green hippo;blue camel;red giraffe,blue lion;yellow camel;blue hippo;green camel,red hippo;red camel;green lion;blue giraffe,red lion;yellow giraffe;green giraffe;yellow lion,1
yellow lion;green lion;red hippo;blue hippo,yellow hippo;green giraffe;green hippo;blue camel,yellow camel;blue lion;red camel;red giraffe,red lion;green camel;blue giraffe;yellow giraffe,200
green camel;yellow camel;green hippo;green lion,blue lion;blue giraffe;yellow giraffe;green giraffe,blue hippo;blue camel;red hippo;yellow hippo,red giraffe;red camel;yellow lion;red lion,185
green lion;blue giraffe;red giraffe;green camel,green hippo;blue lion;blue hippo;yellow camel,red lion;blue camel;red hippo;yellow hippo,yellow giraffe;yellow lion;green giraffe;red camel,28
green lion;red hippo;red giraffe;red camel,blue giraffe;red lion;blue camel;yellow lion,blue lion;yellow giraffe;green giraffe;blue hippo,green hippo;yellow hippo;yellow camel;green camel,6
yellow camel;green hippo;yellow lion;red giraffe,yellow hippo;green giraffe;blue camel;blue lion,green lion;blue hippo;yellow giraffe;red lion,red hippo;red camel;blue giraffe;green camel,0
green hippo;blue lion;blue hippo;blue giraffe,green lion;yellow lion;red hippo;red giraffe,yellow camel;green giraffe;yellow giraffe;red camel,green camel;red lion;blue camel;yellow hippo,75
yellow camel;red lion;yellow giraffe;blue lion,green lion;green camel;blue giraffe;green hippo,green giraffe;yellow hippo;red giraffe;blue hippo,blue camel;red hippo;yellow lion;red camel,0
red camel;yellow camel;blue camel;red giraffe,blue giraffe;green giraffe;yellow hippo;green lion,green camel;yellow giraffe;blue lion;yellow lion,green hippo;blue hippo;red lion;red hippo,88
yellow giraffe;yellow hippo;green camel;green giraffe,yellow camel;red giraffe;yellow lion;blue camel,red camel;blue giraffe;blue lion;red hippo,red lion;blue hippo;green lion;green hippo,108
blue giraffe;yellow giraffe;red camel;blue camel,red lion;green camel;yellow hippo;blue hippo,green giraffe;red giraffe;green hippo;blue lion,yellow camel;yellow lion;red hippo;green lion,112
red giraffe;green giraffe;red lion;blue lion,yellow hippo;yellow camel;blue hippo;green hippo,blue giraffe;green camel;yellow giraffe;red camel,yellow lion;green lion;red hippo;blue camel,0
red lion;blue giraffe;green camel;yellow hippo,blue hippo;yellow lion;red camel;yellow camel,blue lion;green giraffe;red hippo;green hippo,yellow giraffe;green lion;blue camel;red giraffe,4
yellow hippo;blue giraffe;yellow lion;red hippo,yellow giraffe;green camel;red lion;blue lion,green giraffe;red giraffe;yellow camel;blue camel,green hippo;red camel;blue hippo;green lion,25
